Company,Location HQ,Industry,# Laid Off,%,Date,Source,$ Raised (mm),Stage,Date Added,Country,List of Employees Laid Off
Hirect,"Bengaluru,Non-U.S.",Recruiting,200,0.4,2022-11-28T00:00:00.000Z,https://www.livemint.com/companies/start-ups/startup-direct-hiring-platform-hirect-fires40ofworkforce-11669662447280.html,,Series A,2022-11-29T04:27:35.000Z,India,
ApplyBoard,"Waterloo,Non-U.S.",Education,90,0.06,2022-11-28T00:00:00.000Z,https://www.therecord.com/news/waterloo-region/2022/11/28/applyboard-lays-off-six-per-cent-of-its-workforce.html,483,Series D,2022-11-30T06:14:53.000Z,Canada,
Ajaib,"Jakarta,Non-U.S.",Finance,67,0.08,2022-11-28T00:00:00.000Z,https://www.techinasia.com/indonesian-investment-platform-ajaib-lays-8-headcount,245,Unknown,2022-11-30T06:12:35.000Z,Indonesia,
Candy Digital,New York City,Crypto,33,0.33,2022-11-28T00:00:00.000Z,https://decrypt.co/115811/gary-vee-sports-nft-candy-digital-mass-layoffs,100,Series A,2022-11-29T04:24:38.000Z,United States,
ResearchGate,"Berlin,Non-U.S.",Other,25,0.1,2022-11-28T00:00:00.000Z,https://www.linkedin.com/posts/ijad-madisch-4428229_today-we-are-reducing-the-size-of-the-researchgate-activity-7002973716632502273-7jum/,87,Series D,2022-11-28T18:00:13.000Z,Germany,
BlockFi,New York City,Crypto,,1,2022-11-28T00:00:00.000Z,https://decrypt.co/115744/crypto-lender-blockfi-files-bankruptcy-ftx-contagion-claims-another,1000,Series E,2022-11-30T06:05:58.000Z,United States,
FutureLearn,"London,Non-U.S.",Education,,,2022-11-28T00:00:00.000Z,https://www.classcentral.com/report/futurelearn-layoffs/,50,Unknown,2022-11-30T06:11:06.000Z,United Kingdom,
Inspectify,Seattle,Real Estate,,,2022-11-28T00:00:00.000Z,https://www.bizjournals.com/seattle/news/2022/11/28/inspectify-layoffs-seattle-real-estate-tech.html,11,Series A,2022-11-30T06:10:07.000Z,United States,
Ledn,"Toronto,Non-U.S.",Crypto,,,2022-11-28T00:00:00.000Z,https://www.theblock.co/post/190436/crypto-lender-ledn-lays-off-chief-commercial-officer-in-latest-industry-job-cuts,103,Series B,2022-12-19T16:49:15.000Z,Canada,
NCX,SF Bay Area,Energy,,0.4,2022-11-28T00:00:00.000Z,https://ncx.com/learning-hub/an-update-from-ncx-co-founders-zack-parisa-and-max-nova/,78,Series B,2022-12-01T06:22:17.000Z,United States,
Change Invest,"Amsterdam,Non-U.S.",Finance,,0.24,2022-11-27T00:00:00.000Z,https://arileht.delfi.ee/artikkel/120105494/jarjekordne-eesti-idufirma-koondab-veerandi-oma-tootajatest,22,Unknown,2023-01-23T16:52:39.000Z,Netherlands,
Zilch,"London,Non-U.S.",Finance,,,2022-11-26T00:00:00.000Z,https://www.standard.co.uk/business/london-fintech-unicorn-zilch-poised-to-begin-wave-of-layoffs-as-downturn-hits-buy-now-pay-later-sector-b1042587.html,389,Unknown,2022-11-29T04:26:19.000Z,United Kingdom,
VerSe Innovation,"Bengaluru,Non-U.S.",Media,150,0.05,2022-11-25T00:00:00.000Z,https://techcrunch.com/2022/11/28/verse-innovation-layoff-salary-cut/,1700,Series J,2022-11-28T18:02:57.000Z,India,
Carwow,"London,Non-U.S.",Transportation,70,0.2,2022-11-25T00:00:00.000Z,https://www.ft.com/content/19150de3-bbd4-42b3-acbd-52b228dc1bf1,157,Unknown,2022-11-29T04:11:17.000Z,United Kingdom,
Vendease,"Lagos,Non-U.S.",Food,27,0.09,2022-11-25T00:00:00.000Z,https://techcabal.com/2022/11/25/nigerian-food-procurement-platform-vendease-lays-off-9-of-its-workforce/,43,Series A,2022-11-30T05:55:37.000Z,Nigeria,
Lemon,"Buenos Aires,Non-U.S.",Crypto,100,0.38,2022-11-24T00:00:00.000Z,https://www.forbesargentina.com/innovacion/lemon-despide-tercio-sus-empleados-anuncia-nuevo-foco-compania-sea-mas-sostenible-n25358,17,Series A,2022-11-25T04:10:29.000Z,Argentina,https://docs.google.com/spreadsheets/u/1/d/1bCJqnr1S86iwwFbMWoAk-4Gb5CM8ZeE3AKJs_fC-1S0/htmlview#gid=0
Quidax,"Lagos,Non-U.S.",Crypto,20,0.2,2022-11-24T00:00:00.000Z,https://techcabal.com/2022/11/24/nigerian-crypto-exchange-quidax-lays-off-20-of-its-workforce/,3,Unknown,2022-11-26T16:24:18.000Z,Nigeria,
Menulog,"Sydney,Non-U.S.",Food,,,2022-11-24T00:00:00.000Z,https://www.smh.com.au/technology/difficult-decision-menulog-cuts-jobs-in-australia-20221124-p5c111.html,,Acquired,2022-11-28T17:56:12.000Z,Australia,
Utopia Music,"Zug,Non-U.S.",Media,,,2022-11-24T00:00:00.000Z,https://www.musicbusinessworldwide.com/utopia-music-makes-layoffs-as-it-downsizes-global-team/,,Series B,2022-11-25T22:23:39.000Z,Switzerland,
Assure,Salt Lake City,Finance,,1,2022-11-23T00:00:00.000Z,https://www.axios.com/2022/11/23/assure-shutdown-fintech-startup-investing,2,Seed,2022-11-25T04:07:03.000Z,United States,
GoodGood,"Toronto,Non-U.S.",Retail,,1,2022-11-23T00:00:00.000Z,https://betakit.com/one-year-after-raising-6-5-million-goodgood-shuts-down-claiming-it-cant-find-more-money/,6,Seed,2022-11-25T04:07:55.000Z,Canada,
SWVL,"Cairo,Non-U.S.",Transportation,,0.5,2022-11-23T00:00:00.000Z,https://techcrunch.com/2022/11/28/swvl-reduces-its-headcount-by-50-six-months-after-axing-400-staff/,264,Post-IPO,2022-11-25T22:25:25.000Z,Egypt,
Western Digital,SF Bay Area,Hardware,251,,2022-11-22T00:00:00.000Z,https://www.bizjournals.com/sanjose/news/2022/11/22/western-digital-latest-valley-company-with-layoffs.html,900,Post-IPO,2023-02-13T17:50:22.000Z,United States,
SIRCLO,"Jakarta,Non-U.S.",Retail,160,0.08,2022-11-22T00:00:00.000Z,https://dailysocial.id/post/sirclo-layoff-2022,92,Series B,2022-11-22T17:53:56.000Z,Indonesia,
Trax,"Singapore,Non-U.S.",Retail,80,0.08,2022-11-22T00:00:00.000Z,https://www.themarker.com/technation/2022-11-22/ty-article/.premium/00000184-9f73-d710-a7c6-df731af70000,1000,Series E,2022-11-22T19:04:01.000Z,Singapore,
Flash Coffee,"Singapore,Non-U.S.",Food,,,2022-11-22T00:00:00.000Z,https://www.businesstimes.com.sg/startups-tech/startups/rocket-internet-backed-flash-coffee-lays-staff-across-markets,57,Series B,2022-11-25T04:12:58.000Z,Singapore,
Natera,SF Bay Area,Healthcare,,,2022-11-22T00:00:00.000Z,https://www.bizjournals.com/sanjose/news/2022/11/22/peninsula-biotechs-cutting-dozens-of-jobs.html,809,Post-IPO,2022-11-29T04:18:55.000Z,United States,
Rapyd,"Tel Aviv,Non-U.S.",Finance,,,2022-11-22T00:00:00.000Z,https://en.globes.co.il/en/article-israeli-fintech-co-rapyd-to-lay-off-dozens-1001430704,770,Unknown,2022-11-30T06:06:47.000Z,Israel,
Jumia,"Lagos,Non-U.S.",Retail,900,0.2,2022-11-21T00:00:00.000Z,https://techcrunch.com/2023/02/16/jumia-laid-off-20-of-staff-in-q4-2022-amid-work-to-reduce-losses-by-half-this-year/,1200,Post-IPO,2022-12-21T17:00:12.000Z,Nigeria,
Kitopi,"Dubai,Non-U.S.",Food,93,0.1,2022-11-21T00:00:00.000Z,https://www.arabianbusiness.com/jobs/dubai-unicorn-kitopi-sacks-93-head-office-staff-as-tech-industry-slumps,804,Series C,2022-11-23T04:32:47.000Z,United States,
Devo,Boston,Security,,0.15,2022-11-21T00:00:00.000Z,https://tekdeeps.com/the-unicorn-devo-lays-off-15-of-its-global-team/,481,Series F,2022-12-13T20:08:51.000Z,United States,
GloriFi,Dallas,Finance,,1,2022-11-21T00:00:00.000Z,https://www.wsj.com/articles/anti-woke-bank-glorifi-to-shut-down-11669051554,,Unknown,2022-11-25T04:08:51.000Z,United States,
Zomato,"Gurugram,Non-U.S.",Food,100,0.04,2022-11-19T00:00:00.000Z,https://www.businesstoday.in/latest/economy/story/after-byjus-now-zomato-fires-employees-about-100-jobs-impacted-so-far-report-353435-2022-11-19,914,Series J,2022-11-20T00:05:57.000Z,India,
Carvana,Phoenix,Transportation,1500,0.08,2022-11-18T00:00:00.000Z,https://www.wsj.com/articles/carvana-plans-to-lay-off-1-500-employees-cites-economic-concerns-11668793114,1600,Post-IPO,2022-11-18T21:34:43.000Z,United States,
Nuro,SF Bay Area,Transportation,300,0.2,2022-11-18T00:00:00.000Z,https://techcrunch.com/2022/11/18/autonomous-delivery-startup-nuro-lays-off-20-of-workforce/,2100,Series D,2022-11-18T21:35:34.000Z,United States,https://docs.google.com/spreadsheets/d/1hZo__wA86Uti6-Cwa6jP5AIsrh8KIB7CZax49gy3zVY/edit#gid=0
Synthego,SF Bay Area,Healthcare,105,0.2,2022-11-18T00:00:00.000Z,https://www.fiercebiotech.com/biotech/fierce-biotech-layoff-tracker-2022,459,Series E,2022-11-29T04:18:07.000Z,United States,
Splyt,"London,Non-U.S.",Transportation,57,,2022-11-18T00:00:00.000Z,https://www.linkedin.com/posts/philipp-mintchin-27b0b943_since-the-beginning-of-the-pandemic-in-2020-activity-7000407838200147968-vFMO/,34,Series B,2023-01-18T23:20:51.000Z,United Kingdom,
Capitolis,New York City,Finance,,0.25,2022-11-18T00:00:00.000Z,https://www.risk.net/derivatives/7955234/capitolis-cuts-workforce-by-25-as-bear-market-bites,281,Series D,2022-12-15T02:14:54.000Z,United States,
Kavak,"Sao Paulo,Non-U.S.",Transportation,,,2022-11-18T00:00:00.000Z,https://businessinsider.mx/kavak-despidos-compra-autos-crisis_negocios/,1600,Series E,2022-11-20T00:03:44.000Z,Brazil,
Metaplex,Chicago,Crypto,,,2022-11-18T00:00:00.000Z,https://ambcrypto.com/solana-nft-protocol-metaplex-announces-layoffs-after-ftxs-collapse/,,Unknown,2022-11-20T00:01:42.000Z,United States,
Ruangguru,"Jakarta,Non-U.S.",Education,,,2022-11-18T00:00:00.000Z,https://www.techinasia.com/ruangguru-lays-hundreds-employees,205,Unknown,2022-11-21T05:53:59.000Z,Indonesia,
StoryBlocks,Washington D.C.,Media,,0.25,2022-11-18T00:00:00.000Z,https://www.linkedin.com/feed/update/urn:li:activity:6999412858606256129/,18,Acquired,2022-11-19T23:57:34.000Z,United States,
Unchained Capital,Austin,Crypto,,0.15,2022-11-18T00:00:00.000Z,https://unchained.com/blog/update-from-our-ceo/,33,Series A,2023-01-24T05:21:07.000Z,United States,
Roku,SF Bay Area,Media,200,0.07,2022-11-17T00:00:00.000Z,https://variety.com/2022/digital/news/roku-layoffs-200-employees-1235435468/amp/,208,Post-IPO,2022-11-17T17:12:59.000Z,United States,
Orchard,New York City,Real Estate,180,,2022-11-17T00:00:00.000Z,https://www.inman.com/2022/11/17/orchard-lays-off-180-workers-amid-historic-housing-disruption/,472,Series D,2022-11-18T05:15:08.000Z,United States,
Homepoint,Phoenix,Real Estate,113,,2022-11-17T00:00:00.000Z,https://www.bizjournals.com/phoenix/news/2022/11/17/homepoint-laying-off-az-employees-interest-rates.html,,Post-IPO,2022-11-19T23:33:13.000Z,United States,
Juni,"Gothenburg,Non-U.S.",Finance,72,0.33,2022-11-17T00:00:00.000Z,https://www.finextra.com/newsarticle/41340/juni-joins-fintech-bloodbath-lays-off-a-third-of-staff,281,Unknown,2022-11-19T23:28:55.000Z,Sweden,
Chili Piper,New York City,Sales,58,,2022-11-17T00:00:00.000Z,https://www.linkedin.com/feed/update/urn:li:activity:6999112600667983872/,54,Series B,2022-11-17T21:34:39.000Z,United States,https://docs.google.com/spreadsheets/d/1h16hlI3T2ek7azpVJlNl6Z0da-pTNiIkmwyp0HzXh0Q/edit#gid=0
Capitolis,New York City,Finance,37,0.25,2022-11-17T00:00:00.000Z,https://www.themarker.com/technation/2022-11-17/ty-article/.premium/00000184-8592-d309-afe7-a597c17f0000,281,Series D,2022-11-18T05:18:34.000Z,United States,
TealBook,"Toronto,Non-U.S.",Other,34,0.19,2022-11-17T00:00:00.000Z,https://www-theglobeandmail-com.cdn.ampproject.org/c/s/www.theglobeandmail.com/amp/business/article-symend-tealbook-latest-canadian-tech-startups-to-cut-staff-amid-market/,73,Series B,2022-11-17T17:26:04.000Z,Canada,
Koho,"Toronto,Non-U.S.",Finance,15,0.04,2022-11-17T00:00:00.000Z,https://betakit.com/canadian-tech-layoffs-continue-as-tough-year-comes-to-a-close/,278,Series D,2022-11-20T00:17:18.000Z,Canada,
&Open,"Dublin,Non-U.S.",Marketing,9,0.09,2022-11-17T00:00:00.000Z,https://www.irishtimes.com/technology/2022/11/17/gifting-platform-open-to-cut-nine-roles-from-global-workforce/,35,Series A,2022-12-01T06:17:41.000Z,Ireland,
Kandji,San Diego,Other,,0.17,2022-11-17T00:00:00.000Z,Internal memo,188,Series C,2022-11-19T23:51:59.000Z,United States,
Morning Brew,New York City,Media,,0.14,2022-11-17T00:00:00.000Z,https://twitter.com/maxwelltani/status/1593236660627861504,,Acquired,2022-11-19T23:32:15.000Z,United States,
Symend,"Calgary,Non-U.S.",Other,,0.13,2022-11-17T00:00:00.000Z,https://www-theglobeandmail-com.cdn.ampproject.org/c/s/www.theglobeandmail.com/amp/business/article-symend-tealbook-latest-canadian-tech-startups-to-cut-staff-amid-market/,148,Series C,2022-11-17T17:25:06.000Z,Canada,
Amazon,Seattle,Retail,10000,0.03,2022-11-16T00:00:00.000Z,https://www.nytimes.com/2022/11/14/technology/amazon-layoffs.html,108,Post-IPO,2022-11-16T17:40:58.000Z,United States,https://docs.google.com/spreadsheets/d/1f0QvaM9dwPYkcE8F_iyuH_Yd1k3PhaE76YSOUlftxpw/edit#gid=0
Cisco,SF Bay Area,Infrastructure,4100,0.05,2022-11-16T00:00:00.000Z,https://www.bizjournals.com/sanjose/news/2022/11/16/cisco-announces-600m-restructuring-layoffs.html,2,Post-IPO,2022-11-17T17:15:04.000Z,United States,
Twiga,"Nairobi,Non-U.S.",Food,211,0.21,2022-11-16T00:00:00.000Z,https://techcrunch.com/2022/11/16/kenyas-twiga-dismisses-in-house-sales-team-affecting-21-of-it-employees/,157,Series C,2022-11-30T06:02:41.000Z,Kenya,
Wayflyer,"Dublin,Non-U.S.",Marketing,200,0.4,2022-11-16T00:00:00.000Z,https://sifted.eu/articles/wayflyer-layoffs-global-2022/,889,Unknown,2022-11-17T00:29:46.000Z,Ireland,
SimilarWeb,New York City,Other,120,0.1,2022-11-16T00:00:00.000Z,https://en.globes.co.il/en/article-similarweb-cuts-10-of-workforce-1001430060,235,Post-IPO,2022-11-17T04:16:20.000Z,United States,
Salsify,Boston,Retail,90,0.11,2022-11-16T00:00:00.000Z,https://www.bizjournals.com/boston/inno/stories/news/2022/11/16/salsify-layoffs-2022.html,452,Series F,2022-11-17T00:32:56.000Z,United States,
Lokalise,Dover,Other,76,0.23,2022-11-16T00:00:00.000Z,https://lokalise.com/blog/changes-at-lokalise/,56,Series B,2022-11-17T04:19:10.000Z,United States,
Yotpo,New York City,Marketing,70,0.09,2022-11-16T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/hy00chefus,436,Unknown,2022-11-17T17:19:30.000Z,United States,
Pear Therapeutics,Boston,Healthcare,59,0.22,2022-11-16T00:00:00.000Z,https://www.fiercebiotech.com/medtech/pear-therapeutics-trims-workforce-another-22,409,Post-IPO,2022-12-11T06:17:19.000Z,United States,
D2L,"Waterloo,Non-U.S.",Education,,0.05,2022-11-16T00:00:00.000Z,https://www.d2l.com/newsroom/a-note-from-d2l-leadership/,168,Post-IPO,2022-11-17T02:45:04.000Z,Canada,https://docs.google.com/spreadsheets/d/1ZznLpFRu-c3248tr3oyQRb15r0rW6anuLFipNPA27tk/edit#gid=27622024
Dance,"Berlin,Non-U.S.",Transportation,,0.16,2022-11-16T00:00:00.000Z,https://www.linkedin.com/feed/update/activity:6998722842930356225/,63,Unknown,2022-11-17T04:18:04.000Z,Germany,
Homeward,Austin,Real Estate,,0.25,2022-11-16T00:00:00.000Z,https://www.linkedin.com/feed/update/urn:li:activity:6998764085748101121/,501,Unknown,2022-11-19T23:55:01.000Z,United States,
Hopin,"London,Non-U.S.",Other,,0.17,2022-11-16T00:00:00.000Z,https://www.exhibitionworld.co.uk/hopin-announces-new-layoffs-and-a-transformation-with-new-product-launches,1000,Series D,2022-11-17T01:00:45.000Z,United Kingdom,https://hopin.softr.app/
Infogrid,"London,Non-U.S.",Other,,,2022-11-16T00:00:00.000Z,https://www.infogrid.io/blog/a-letter-from-infogrids-ceo-will,15,Series A,2022-12-03T05:15:07.000Z,United Kingdom,
Kite,SF Bay Area,Product,,1,2022-11-16T00:00:00.000Z,https://www.kite.com/blog/product/kite-is-saying-farewell/,21,Series A,2022-11-25T04:06:03.000Z,United States,
UiPath,New York City,Data,241,0.06,2022-11-15T00:00:00.000Z,https://www.marketwatch.com/story/uipath-stock-rockets-after-company-announces-further-layoffs-suggests-revenue-could-beat-2022-11-15,2000,Post-IPO,2022-11-17T00:00:16.000Z,United States,
Asana,SF Bay Area,Other,180,0.09,2022-11-15T00:00:00.000Z,https://www.linkedin.com/posts/anneraimondi_earlier-today-we-shared-the-incredibly-difficult-activity-6998297745270718465-a_MV/,453,Post-IPO,2022-11-15T16:36:21.000Z,United States,
OwnBackup,New York City,Security,170,0.17,2022-11-15T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/h12tcmbuj,507,Series E,2022-11-17T00:15:22.000Z,United States,
Deliveroo Australia,"Melbourne,Victoria",Food,120,1,2022-11-15T00:00:00.000Z,https://www.abc.net.au/news/2022-11-16/deliveroo-enters-voluntary-administration/101661932,1700,Post-IPO,2022-11-17T17:09:00.000Z,Australia,
Productboard,SF Bay Area,Product,100,0.2,2022-11-15T00:00:00.000Z,https://cc.cz/cesky-startup-productboard-propousti-100-lidi-je-to-nejtezsi-rozhodnuti-kariery-rika-hubert-palan/,,Series D,2022-11-17T00:25:16.000Z,United States,
Properly,"Toronto,Non-U.S.",Real Estate,71,,2022-11-15T00:00:00.000Z,https://inside.properly.ca/important-changes-to-the-properly-team-3c2d04191dd6,154,Series B,2022-11-17T00:21:03.000Z,Canada,
Protocol,SF Bay Area,Media,60,1,2022-11-15T00:00:00.000Z,https://www.cnn.com/2022/11/15/media/protocol/index.html,,Acquired,2022-11-15T18:19:53.000Z,United States,
Jimdo,"Hamburg,Non-U.S.",Other,50,0.16,2022-11-15T00:00:00.000Z,https://www.businessinsider.de/gruenderszene/business/entlassungswelle-jimdo-november/,28,Unknown,2022-11-17T00:05:36.000Z,Germany,
The Zebra,Austin,Finance,50,,2022-11-15T00:00:00.000Z,https://coverager.com/the-zebra-goes-through-another-round-of-layoffs/,256,Series D,2022-11-17T00:19:19.000Z,United States,
Viber,"Luxembourg,Non-U.S.",Consumer,45,0.08,2022-11-15T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/hyy6fhwlo,,Acquired,2022-11-17T00:16:50.000Z,Luxembourg,
CaptivateIQ,SF Bay Area,Sales,31,0.1,2022-11-15T00:00:00.000Z,Internal memo,164,Series C,2022-11-17T00:40:50.000Z,United States,
Apollo Insurance,"Vancouver,Non-U.S.",Finance,,0.25,2022-11-15T00:00:00.000Z,https://www.insurancebusinessmag.com/ca/news/breaking-news/apollo-insurance-makes-layoffs-427596.aspx,11,Series B,2022-11-20T00:15:00.000Z,Canada,
Nirvana Money,Miami,Finance,,1,2022-11-15T00:00:00.000Z,https://twitter.com/_Liso_/status/1592561040898019328,,Unknown,2022-11-16T00:08:40.000Z,United States,https://docs.google.com/spreadsheets/d/1lfYAVNzpQaYteMqtKGzqHqHxRF0E2lNMrQGj_bfBR4M/edit#gid=0
Oatly,"Malmö,Non-U.S.",Food,,,2022-11-15T00:00:00.000Z,https://www.cnn.com/2022/11/15/business-food/oatly-q3-2022-results/index.html,441,Post-IPO,2022-11-17T00:02:43.000Z,Sweden,
OfferUp,Seattle,Retail,,0.19,2022-11-15T00:00:00.000Z,https://www.geekwire.com/2022/more-tech-layoffs-hit-seattle-region-as-mobile-marketplace-offerup-cuts-19-of-workforce/,381,Unknown,2022-11-17T00:19:49.000Z,United States,
Outside,Boulder,Media,,0.12,2022-11-15T00:00:00.000Z,https://www.crunchbase.com/organization/pocket-outdoor-media,174,Series B,2022-11-17T04:41:17.000Z,United States,
Rubicon Technologies,Lexington,Other,,0.11,2022-11-15T00:00:00.000Z,https://www.sec.gov/Archives/edgar/data/1862068/000182912622019365/rubicontech_8k.htm,382,Post-IPO,2022-11-19T23:30:59.000Z,United States,
Tencent,"Shenzen,Non-U.S.",Consumer,,,2022-11-15T00:00:00.000Z,https://www.reuters.com/technology/chinas-tencent-starts-new-round-layoffs-sources-2022-11-15/,12600,Post-IPO,2022-11-17T04:26:40.000Z,China,
Typeform,"Barcelona,Non-U.S.",Marketing,,,2022-11-15T00:00:00.000Z,Internal memo,187,Series C,2022-11-17T00:35:58.000Z,Spain,
Whispir,"Melbourne,Non-U.S.",Other,,0.3,2022-11-15T00:00:00.000Z,https://www.afr.com/technology/whispir-cuts-30pc-of-staff-shares-surge-40pc-20221115-p5byfw,68,Post-IPO,2022-11-17T00:38:44.000Z,Australia,
Illumina,San Diego,Healthcare,500,0.05,2022-11-14T00:00:00.000Z,https://www.genomeweb.com/business-news/illumina-lays-approximately-500-employees-response-economic-climate#.Y4FAPOzMJjM,28,Post-IPO,2022-11-17T00:51:24.000Z,United States,
Sema4,Stamford,Healthcare,500,,2022-11-14T00:00:00.000Z,https://www.marketwatch.com/story/sema4-to-cut-500-jobs-in-exit-from-reproductive-women-s-health-testing-smfr-271668433348?mod=markets,791,Post-IPO,2022-11-14T17:34:33.000Z,United States,
iFit,Logan,Fitness,300,0.2,2022-11-14T00:00:00.000Z,https://www.sltrib.com/news/2022/11/14/hundreds-utah-jobs-cut-logans/,200,Private Equity,2022-11-17T00:04:02.000Z,United States,
Ribbon,New York City,Real Estate,170,0.85,2022-11-14T00:00:00.000Z,https://www.businessinsider.com/ribbon-more-layoffs-proptech-startup-economic-uncertainty-2022-11,405,Series C,2022-11-22T04:26:33.000Z,United States,
Pipedrive,"Tallinn,Non-U.S.",Sales,143,0.15,2022-11-14T00:00:00.000Z,https://digipro.geenius.ee/rubriik/uudis/tehnoloogiasektori-koondamislaine-joudis-ka-eestisse-pipedrive-laseb-lahti-143-tootajat/,90,Private Equity,2022-11-15T04:26:21.000Z,Estonia,https://docs.google.com/spreadsheets/d/1v6E7i9v-Qq6dWNAaIc7GNgVpvI1EJb4xUEz1EJAeh84/edit#gid=1697051533
Intercom,SF Bay Area,Support,124,0.13,2022-11-14T00:00:00.000Z,https://www.siliconrepublic.com/business/intercom-job-cuts-ireland-global,240,Series D,2022-11-14T19:32:41.000Z,United States,
Science 37,Los Angeles,Healthcare,90,,2022-11-14T00:00:00.000Z,https://www.bizjournals.com/triangle/news/2022/11/14/science-37-layoffs-biotech-clinical-headwinds.html,347,Post-IPO,2022-11-14T19:31:26.000Z,United States,
Pear Therapeutics,Boston,Healthcare,59,0.22,2022-11-14T00:00:00.000Z,https://peartherapeutics.com/pear-therapeutics-reports-third-quarter-2022-results/,409,Post-IPO,2022-11-17T04:34:57.000Z,United States,
